,por_temp,por_mois,porc_temp,porc_mois,perm_temp,perm_mois,den_temp,den_mois
0.04,3.7273253636799653,-10.273579911159205,0.0018814911961167803,0.006929899641003678,0.011469813868974575,-0.007116738595515121,-0.058429445821458724,-0.033770198325383215
0.2,3.229366962146797,112.76157463505714,0.005704786494571006,-0.00022748031497351495,0.01297752820551236,-0.007564189720390935,-0.09694029715542264,-0.062171437605905315
0.4,2.52521067243583,0.4726795680668871,0.004816813783665583,0.0015211567767519005,0.01665182183399674,0.02122842400531122,-0.11118724516770648,-0.12920650903660733
0.8,2.2655093807645157,-0.5936551187170606,0.006402136749778569,0.004134752105124586,0.01343267764942027,0.0007488129042438627,-0.08978684392294412,-0.06416266415018318
1.2,2.499496214242733,0.09406882976750176,0.007217598965348829,0.001044897445254785,0.014972606385754431,0.0009075035931293594,-0.08446749895850751,-0.01678891335505652
1.6,2.0560621394571768,0.0802019005532935,0.006977494232742148,0.000550753748276694,0.012780184794419194,0.0006922982122859153,-0.07229035604333829,-0.007526197668687184
