,por_temp,por_mois,porc_temp,porc_mois,perm_temp,perm_mois,den_temp,den_mois
0.04,0.01981298376131859,0.01130651833384241,-1.828724111278355e-06,6.152339534225937e-07,-5.556709084205074e-09,8.717071460687863e-10,0.05886456320482695,-0.05021122748137951
0.2,0.17013755127430955,0.03572173934243835,-1.9243175745715183e-05,-6.0755911739826795e-05,-3.666775870574981e-08,-3.881665565486736e-09,0.21698653929581552,-0.5855043073926811
0.4,0.29335289095753947,-0.05096193421666591,-3.00445202365944e-05,-3.923339445481837e-05,-8.276616137891862e-08,-2.317913206452452e-09,0.5557961083391546,0.0521004987396549
0.8,0.24133062174670175,1.343203152533163,-7.961584909841716e-05,5.470842697976748e-05,-1.2643647512149286e-07,-1.995047511972186e-08,0.5292352429642487,1.7307964166396055
1.2,-0.0013696539291554722,0.45507595436998255,-0.00018065969153933606,1.985279999894306e-05,-1.490821859110054e-07,-2.9241591841635264e-09,0.29617161863805813,0.5791153140849569
1.6,-0.6152582498900909,0.45492430904133985,-0.00045297859143723543,4.108567629783371e-05,-1.1192138315110541e-07,-1.7476555792629553e-09,-0.41990390306169195,0.5547044847270927
