TIMESTAMP,air temperature [K],Wind speed at 10 m (m/s),precipitation rain [m s^-1],Relative humidity at 5 m (%),Incoming shortwave radiation (W/m^2),SWE(m/s)_sd004,SWE(m/s)_sd01,SWE(m/s)_sd02,SWE(m/s)_sd045
4,266.8788402777777,4.6841180555555555,2.8935185185185185e-09,0.8289427083333333,196.82827430555557,1.6155479166666686e-09,4.038869791666672e-09,8.077739583333344e-09,1.817491406250002e-08
4,266.7081979166667,3.4524756944444444,3.472222222222222e-09,0.7972878472222222,290.33297569444443,1.4067322453703698e-08,3.516830613425925e-08,7.03366122685185e-08,1.5825737760416663e-07
4,268.66823263888887,3.08646875,4.6296296296296295e-09,0.6269930555555555,319.3757361111111,8.96990740740741e-09,2.2424768518518524e-08,4.484953703703705e-08,1.0091145833333336e-07
4,269.9107638888889,3.4392256944444446,1.1574074074074074e-09,0.6196309027777778,312.53625,0.0,0.0,0.0,0.0
4,270.1495,4.3884895833333335,1.3888888888888889e-08,0.70135,268.74691666666666,2.7970678240740746e-09,6.9926695601851864e-09,1.3985339120370373e-08,3.146701302083334e-08
4,270.2163472222222,3.645868055555556,1.2152777777777778e-08,0.7734472222222222,284.0029652777778,4.412615740740737e-09,1.1031539351851843e-08,2.2063078703703685e-08,4.964192708333329e-08
5,270.1532708333333,5.7526979166666665,5.787037037037037e-10,0.7050961805555556,259.2252152777778,0.0,0.0,0.0,0.0
5,266.8874270833333,3.9708749999999995,3.4722222222222226e-09,0.7684138888888888,284.2588576388889,2.405478402777778e-08,6.013696006944445e-08,1.202739201388889e-07,2.706163203125e-07
5,270.8466284722222,5.724729166666667,0.0,0.5095965277777778,359.33419444444445,0.0,0.0,0.0,0.0
5,270.9194131944444,7.1004756944444445,0.0,0.48992395833333335,266.9881840277778,0.0,0.0,0.0,0.0
5,269.67071527777773,4.160420138888889,5.787037037037037e-10,0.6576222222222222,321.26810763888886,0.0,0.0,0.0,0.0
5,269.30075,4.470309027777778,1.7361111111111113e-08,0.8688996527777778,259.4987291666667,1.2297453703703698e-09,3.0743634259259244e-09,6.148726851851849e-09,1.383463541666666e-08
5,269.8971006944445,3.7848437500000003,5.787037037037037e-10,0.758326736111111,322.59180208333333,1.744309421296296e-08,4.36077355324074e-08,8.72154710648148e-08,1.962348098958333e-07
5,270.5281527777778,4.326756944444444,2.3148148148148148e-09,0.694859375,280.80772569444446,1.1670525462963027e-09,2.917631365740757e-09,5.835262731481514e-09,1.3129341145833407e-08
5,270.85712152777774,4.531329861111111,2.3148148148148148e-09,0.6524107638888889,336.0143194444444,0.0,0.0,0.0,0.0
5,273.23159722222215,4.7053159722222215,2.8935185185185185e-09,0.6013788194444445,260.8199965277778,0.0,0.0,0.0,0.0
5,272.8492465277777,6.236527777777778,0.0,0.5639541666666668,339.6260763888889,1.2249226851851917e-09,3.062306712962979e-09,6.124613425925958e-09,1.3780380208333407e-08
5,272.11073263888886,3.5183645833333337,0.0,0.6397163194444444,349.1063819444445,0.0,0.0,0.0,0.0
5,268.8696597222222,6.722979166666667,5.787037037037037e-10,0.8166739583333333,144.67882291666666,4.484953703703706e-10,1.1212384259259264e-09,2.2424768518518528e-09,5.045572916666669e-09
5,266.72994097222215,6.683010416666667,0.0,0.6548722222222223,355.5302013888888,2.1653164351851835e-09,5.413291087962959e-09,1.0826582175925918e-08,2.4359809895833318e-08
5,269.16919097222217,4.681531250000001,5.787037037037037e-10,0.6348489583333334,304.93758333333335,0.0,0.0,0.0,0.0
5,271.5489826388889,3.704326388888889,5.787037037037037e-10,0.6903954861111111,290.53403125,8.294752314814814e-10,2.0736880787037036e-09,4.147376157407407e-09,9.331596354166666e-09
5,272.36772916666666,3.253993055555555,8.101851851851853e-09,0.6723961805555555,281.02281597222225,0.0,0.0,0.0,0.0
5,274.1054826388888,3.200850694444444,0.0,0.5570631944444444,277.4838888888889,1.9772375e-09,4.94309375e-09,9.8861875e-09,2.2243921875000002e-08
5,275.42438541666667,4.78396875,1.1574074074074074e-09,0.5661222222222222,322.2086388888889,0.0,0.0,0.0,0.0
5,273.22141666666664,4.947097222222222,3.0092592592592594e-08,0.7194440972222222,209.8207326388889,2.0736875000000048e-10,5.184218750000012e-10,1.0368437500000023e-09,2.3328984375000056e-09
5,270.38429861111103,3.688458333333333,9.259259259259259e-09,0.9290642361111111,217.66019444444444,2.7840470601851853e-08,6.960117650462964e-08,1.3920235300925928e-07,3.1320529427083334e-07
5,268.47811805555557,4.161333333333333,4.050925925925926e-09,0.9182510416666667,235.71137847222224,9.510030787037038e-09,2.3775076967592596e-08,4.755015393518519e-08,1.0698784635416669e-07
