TIMESTAMP,air temperature [K],Wind speed at 10 m (m/s),precipitation rain [m s^-1],Relative humidity at 5 m (%),Incoming shortwave radiation (W/m^2),SWE(m/s)_sd045
2,257.2919097222222,4.240881944444444,0.0,0.5305229166666667,176.94027430555556,1.0997178906250001e-07
2,257.6401041666666,3.5159270833333336,5.787037037037037e-10,0.4546777777777778,191.36539583333334,1.0541449739583334e-07
2,260.14797916666663,5.98146875,0.0,0.31023194444444446,192.47439583333335,9.678819531249999e-08
2,260.9621284722222,4.776399305555556,0.0,0.37615868055555557,155.78294444444447,9.5703125e-08
2,262.4484756944444,6.426315972222222,0.0,0.2988777777777778,184.20915277777777,7.345920312499999e-08
2,263.4954548611111,9.108180555555556,0.0,0.19181416666666667,221.7985798611111,4.7504109375e-08
2,261.9304722222222,4.793211805555556,0.0,0.20518958333333334,201.0744201388889,5.387369791666667e-08
2,262.49812499999996,5.267670138888889,0.0,0.27855138888888886,164.57861805555555,4.345703125e-08
2,258.03809027777777,4.019159722222223,0.0,0.6532548611111111,135.8852777777778,4.747178645833334e-08
2,257.2723958333333,4.368951388888889,5.787037037037037e-10,0.7042006944444446,180.45076041666667,7.915581770833334e-08
2,257.23267361111107,4.271951388888889,5.787037037037037e-10,0.6379899305555555,169.81303819444446,9.016927083333335e-08
2,256.93808680555554,4.051694444444444,5.787037037037037e-10,0.6439451388888889,171.8680659722222,1.2342664843749999e-07
2,256.7753472222222,4.3208368055555555,0.0,0.47256354166666664,235.5843298611111,1.2868923697916668e-07
2,259.18301736111107,4.024541666666666,0.0,0.314590625,243.0687708333333,1.2320963541666668e-07
2,260.43757638888883,5.574767361111111,0.0,0.3751805555555555,224.74903472222223,1.2369791666666666e-07
2,260.04749305555555,5.5947256944444455,5.787037037037037e-10,0.5567652777777777,217.4236111111111,1.1848958333333332e-07
2,264.9181805555555,4.931125,0.0,0.2172152777777778,249.90300694444446,9.66796875e-08
3,259.55041666666665,5.003847222222222,0.0,0.4325763888888889,203.7323854166667,1.0866970572916667e-07
3,261.84637152777776,5.729725694444445,0.0,0.3717415625,256.7175798611111,9.429253645833333e-08
3,263.37050347222225,5.185510416666666,0.0,0.26179895833333333,223.08506597222222,8.463541666666667e-08
3,260.9857986111111,7.5276805555555555,0.0,0.42571805555555553,167.98277777777778,8.843315885416666e-08
3,260.35991666666666,6.607777777777778,0.0,0.5994875000000001,210.72220833333333,9.402126822916667e-08
3,262.1080833333333,5.461305555555556,0.0,0.5258635416666667,236.72597916666666,1.4626736197916668e-07
3,261.1302986111111,4.531451388888889,0.0,0.5162179861111111,238.54159027777777,1.9016534635416668e-07
3,260.8781736111111,4.934395833333333,0.0,0.4397256944444444,227.60144791666667,2.215169270833333e-07
3,259.90719791666663,5.048378472222223,0.0,0.584159375,180.38049305555555,2.3497178906249996e-07
3,259.9585381944444,4.754135416666667,0.0,0.6119690972222223,198.06545833333337,2.2515190885416667e-07
3,261.30834027777775,4.2210833333333335,5.787037037037037e-10,0.6063548611111111,215.77031597222222,2.2884114583333335e-07
3,260.90779166666664,4.54075,0.0,0.7122774305555556,185.6832638888889,2.794053828125e-07
3,260.83428125,3.711069444444444,0.0,0.6337475694444444,236.12967013888888,3.7272135416666666e-07
3,262.9972881944444,3.703236111111111,0.0,0.6890708333333333,181.48313194444444,3.4814453125000004e-07
3,263.7454444444444,3.6898680555555554,0.0,0.7637385416666667,169.0865173611111,3.9740668229166673e-07
3,262.4837013888889,4.165013888888889,1.3310185185185185e-08,0.7367159722222223,202.25186458333332,3.8867187499999997e-07
3,263.1698645833333,5.277086805555555,0.0,0.4541104166666667,297.18823958333337,3.8948567708333334e-07
3,265.9763611111111,4.266590277777778,0.0,0.46057881944444445,239.18519791666665,3.837890625e-07
3,266.6139131944444,4.189902777777778,0.0,0.4453663194444445,265.3980451388889,3.714192708333333e-07
3,265.0033472222222,3.470635416666666,3.4722222222222226e-09,0.7333597222222223,156.4814236111111,3.5937500000000005e-07
3,264.55260763888884,4.2041458333333335,1.7361111111111113e-09,0.8498305555555556,180.69183333333334,4.4845920052083335e-07
3,263.19467361111106,8.181645833333334,0.0,0.7452545138888889,190.43297916666666,4.4639757031250005e-07
3,261.5731944444444,6.938059027777777,0.0,0.6990465277777778,236.30699305555555,4.5654296875e-07
3,259.6142361111111,4.308708333333334,0.0,0.6104722222222223,308.6983333333333,4.3760850781250005e-07
3,260.91907638888887,6.110555555555556,0.0,0.4241177083333333,311.26761111111114,4.669596354166667e-07
3,265.2993472222222,4.523118055555556,0.0,0.24783993055555553,309.8443298611111,4.35763890625e-07
3,268.23963541666666,5.63046875,0.0,0.33635173611111113,273.08799999999997,3.709309895833333e-07
3,266.32039930555555,4.388927083333333,1.736111111111111e-09,0.6511378472222222,244.5153472222222,3.7548828124999997e-07
3,263.6570034722222,4.935208333333334,5.787037037037037e-10,0.8428555555555557,159.54939583333334,4.423828125e-07
3,264.2524618055555,3.9211527777777775,1.7361111111111113e-09,0.7280180555555555,283.1078576388889,4.134657109375e-07
3,267.48271180555554,5.829138888888888,0.0,0.39612604166666665,289.1089236111111,4.0852864583333333e-07
4,269.2731284722222,5.06863888888889,5.787037037037037e-10,0.34782430555555555,294.8043402777778,3.7993706770833337e-07
4,270.0807083333333,5.2835069444444445,0.0,0.4859107638888889,250.35887847222224,3.030598958333333e-07
4,269.27324305555555,4.234253472222222,5.208333333333334e-09,0.6830701388888889,212.0969236111111,4.161783854166667e-07
4,269.2931284722222,3.9046458333333334,0.0,0.6290753472222221,256.554,3.816189244791667e-07
4,269.14940972222223,5.259854166666667,1.7361111111111113e-09,0.6808388888888889,195.76885069444444,3.483072916666667e-07
4,270.06500694444446,3.8724583333333333,7.523148148148148e-09,0.6305927083333334,241.78241319444447,3.623046875e-07
4,267.4373958333333,4.503333333333334,2.3148148148148148e-09,0.7391027777777777,222.22342708333332,3.2248263802083336e-07
4,268.65871874999993,3.3438020833333337,1.1574074074074074e-09,0.7203895833333334,172.65510069444446,2.866753489583333e-07
4,268.0466666666666,2.831652777777778,4.0509259259259254e-09,0.8278642361111112,174.38912499999998,2.831488697916667e-07
4,266.0358541666667,4.6714375,5.208333333333334e-09,0.8449395833333333,282.6621354166667,3.5628255208333333e-07
4,266.0111631944444,3.898298611111111,5.787037037037037e-10,0.6631916666666666,193.08460416666665,3.544921875e-07
4,265.11815972222223,4.005399305555556,6.365740740740741e-08,0.6430708333333333,261.35609375,4.5567491406250006e-07
4,267.2779722222222,6.0669305555555555,0.0,0.5691052083333333,233.22000694444444,3.6990017187499995e-07
4,267.9072638888889,5.016506944444444,5.787037037037037e-10,0.667373263888889,199.26408680555556,3.61545140625e-07
4,265.39965277777776,4.904628472222223,8.680555555555555e-09,0.8535756944444444,275.91833680555555,5.15625e-07
4,262.51054166666665,6.086190972222221,5.787037037037037e-10,0.736870138888889,291.2758784722222,5.5712890625e-07
4,266.6493333333333,6.1590625,0.0,0.44576666666666664,349.96602083333335,4.873589401041666e-07
4,271.4967048611111,7.244944444444444,5.787037037037037e-10,0.4315524305555556,291.4469930555556,4.0955946354166675e-07
4,265.59861111111104,5.511465277777778,0.0,0.7689833333333334,266.34788888888886,3.8574218749999995e-07
4,265.21411805555556,4.052534722222222,8.101851851851851e-09,0.6780743055555556,282.38518402777777,4.75368921875e-07
4,266.38456249999996,2.9486006944444445,5.787037037037037e-10,0.7913090277777779,251.68677083333333,4.4683159635416666e-07
4,266.3659548611111,4.813760416666667,8.680555555555557e-09,0.7269347222222222,284.0849548611111,5.721028645833334e-07
4,268.2736423611111,2.9171423611111114,2.3148148148148148e-09,0.6710697916666666,344.7925902777778,6.361219609375001e-07
4,268.49478124999996,4.046402777777778,2.8935185185185185e-09,0.6691,283.1780798611111,5.909288203125e-07
4,266.8788402777777,4.6841180555555555,2.8935185185185185e-09,0.8289427083333333,196.82827430555557,6.09103734375e-07
4,266.7081979166667,3.4524756944444444,3.472222222222222e-09,0.7972878472222222,290.33297569444443,7.673611119791666e-07
4,268.66823263888887,3.08646875,4.6296296296296295e-09,0.6269930555555555,319.3757361111111,8.123914921875002e-07
4,269.9107638888889,3.4392256944444446,1.1574074074074074e-09,0.6196309027777778,312.53625,7.731119791666668e-07
4,270.1495,4.3884895833333335,1.3888888888888889e-08,0.70135,268.74691666666666,7.909613697916667e-07
4,270.2163472222222,3.645868055555556,1.2152777777777778e-08,0.7734472222222222,284.0029652777778,8.40603296875e-07
5,270.1532708333333,5.7526979166666665,5.787037037037037e-10,0.7050961805555556,259.2252152777778,7.306857630208334e-07
5,266.8874270833333,3.9708749999999995,3.4722222222222226e-09,0.7684138888888888,284.2588576388889,1.0013020833333334e-06
5,270.8466284722222,5.724729166666667,0.0,0.5095965277777778,359.33419444444445,8.486328125e-07
5,270.9194131944444,7.1004756944444445,0.0,0.48992395833333335,266.9881840277778,6.936848958333333e-07
5,269.67071527777773,4.160420138888889,5.787037037037037e-10,0.6576222222222222,321.26810763888886,5.724283854166667e-07
5,269.30075,4.470309027777778,1.7361111111111113e-08,0.8688996527777778,259.4987291666667,5.795355911458334e-07
5,269.8971006944445,3.7848437500000003,5.787037037037037e-10,0.758326736111111,322.59180208333333,7.556966145833333e-07
5,270.5281527777778,4.326756944444444,2.3148148148148148e-09,0.694859375,280.80772569444446,7.688259557291668e-07
5,270.85712152777774,4.531329861111111,2.3148148148148148e-09,0.6524107638888889,336.0143194444444,7.314995651041666e-07
5,273.23159722222215,4.7053159722222215,2.8935185185185185e-09,0.6013788194444445,260.8199965277778,6.946614583333333e-07
5,272.8492465277777,6.236527777777778,0.0,0.5639541666666668,339.6260763888889,6.962890625000001e-07
5,272.11073263888886,3.5183645833333337,0.0,0.6397163194444444,349.1063819444445,5.686668125e-07
5,268.8696597222222,6.722979166666667,5.787037037037037e-10,0.8166739583333333,144.67882291666666,5.514322916666668e-07
5,266.72994097222215,6.683010416666667,0.0,0.6548722222222223,355.5302013888888,5.757921015625001e-07
5,269.16919097222217,4.681531250000001,5.787037037037037e-10,0.6348489583333334,304.93758333333335,5.307617187499999e-07
5,271.5489826388889,3.704326388888889,5.787037037037037e-10,0.6903954861111111,290.53403125,4.969075520833334e-07
5,272.36772916666666,3.253993055555555,8.101851851851853e-09,0.6723961805555555,281.02281597222225,4.3391927083333326e-07
5,274.1054826388888,3.200850694444444,0.0,0.5570631944444444,277.4838888888889,3.43532984375e-07
5,275.42438541666667,4.78396875,1.1574074074074074e-09,0.5661222222222222,322.2086388888889,1.962890625e-07
5,273.22141666666664,4.947097222222222,3.0092592592592594e-08,0.7194440972222222,209.8207326388889,1.036241328125e-07
5,270.38429861111103,3.688458333333333,9.259259259259259e-09,0.9290642361111111,217.66019444444444,4.168294270833333e-07
5,268.47811805555557,4.161333333333333,4.050925925925926e-09,0.9182510416666667,235.71137847222224,5.238172734375e-07
5,269.19180555555556,3.4531770833333333,9.837962962962963e-09,0.8505128472222222,334.18684375,5.55392796875e-07
5,270.03914930555555,4.6505069444444445,0.0,0.8206315972222222,295.49944444444446,4.996202265625e-07
5,268.65392361111105,2.7110416666666666,2.3148148148148148e-09,0.7988062499999999,296.0369409722222,4.1867404427083337e-07
5,271.86365277777776,2.99934375,0.0,0.6332899305555555,316.48418055555555,3.9404296875e-07
5,274.32349999999997,3.2982291666666663,9.837962962962963e-09,0.5913059027777778,318.84423263888885,2.782579791666667e-07
5,275.3353159722222,3.922878472222223,4.6296296296296295e-09,0.5069145833333333,270.01095486111114,1.9281684114583335e-07
5,275.16146875,4.716489583333333,1.1574074074074074e-09,0.6012295138888888,304.62829166666666,9.450954947916667e-08
5,273.75677083333335,4.444336805555555,5.671296296296296e-08,0.7095607638888889,250.40080902777777,1.5294053645833334e-07
5,272.97309027777777,5.141586805555556,2.488425925925926e-08,0.8852288194444444,193.55538194444443,1.2717013802083332e-07
6,274.04378124999994,3.570923611111111,4.224537037037037e-08,0.8032569444444444,194.7627013888889,1.5201822916666666e-07
6,272.78813541666665,4.762329861111112,9.837962962962962e-09,0.72789375,217.45198611111113,2.083875859375e-07
6,272.6513923611111,3.953722222222223,4.224537037037037e-08,0.7548263888888889,286.0643680555556,1.8505859375e-07
6,272.78080555555556,6.338197916666667,8.680555555555557e-09,0.7765666666666666,331.7319826388889,3.123372395833333e-07
6,273.73140277777776,5.541190972222222,5.787037037037038e-09,0.7053041666666666,303.24821875,3.759765625e-07
6,272.60830902777775,3.808684027777778,3.645833333333333e-08,0.795584375,315.2675173611111,4.3760850520833335e-07
6,273.8472777777778,3.8126979166666666,6.655092592592592e-08,0.7699854166666666,278.6353090277778,3.9350043489583333e-07
6,274.49150347222223,4.211527777777778,1.4467592592592593e-08,0.7438121527777777,296.0627673611111,3.5400390625e-07
6,273.7128298611111,4.722350694444445,2.8356481481481483e-08,0.7214343750000001,326.70992708333335,4.1210937499999996e-07
6,274.3363194444444,3.9338958333333336,4.0509259259259254e-09,0.65790625,294.95348958333335,3.4418402864583335e-07
6,274.1511284722222,3.7954583333333334,1.2152777777777778e-08,0.7758927083333333,270.57171875,3.3056640625000004e-07
6,276.30443749999995,4.05871875,5.787037037037037e-10,0.6513121527777777,318.19801041666665,2.121853307291667e-07
6,275.6042083333333,4.699479166666666,1.7361111111111113e-09,0.7337239583333333,236.85127083333333,1.1447482552083333e-07
6,274.30728124999996,6.190163194444445,1.0995370370370371e-08,0.7698420138888888,277.99502083333334,5.6152343749999995e-08
6,275.20662152777777,4.7949375,0.0,0.5926065972222222,370.99540277777777,4.1069877604166665e-08
6,278.9025590277778,4.583579861111112,2.8935185185185185e-09,0.5166180555555555,383.44600347222223,2.2026911458333334e-08
6,278.9149444444444,3.929545138888889,3.4722222222222226e-09,0.48319548611111107,260.0092256944444,6.8359375e-09
6,276.9255763888889,4.045652777777778,1.6782407407407408e-08,0.7282069444444446,222.35697569444443,8.572049479166667e-09
6,277.28372569444446,3.822510416666667,5.092592592592593e-08,0.7175163194444444,275.8835277777778,7.107205729166668e-09
6,275.62044097222224,3.8234930555555553,6.539351851851852e-08,0.8422406250000001,205.370875,1.4648437500000002e-08
6,275.50888888888886,4.2309375,1.2152777777777778e-08,0.7954291666666666,354.8907361111111,1.4377171875000002e-08
6,276.2687604166666,4.214607638888889,4.050925925925926e-08,0.7426875,290.2846736111111,1.2858072916666667e-08
6,275.8842708333333,4.158920138888889,4.6296296296296295e-08,0.7982878472222222,312.7824444444444,2.5282117187500003e-08
6,276.0474513888889,3.537958333333333,1.736111111111111e-08,0.7525173611111111,189.06180902777777,2.387153645833333e-09
6,275.61702430555556,4.830190972222223,7.63888888888889e-08,0.8717159722222223,182.25314236111112,2.2894877604166666e-08
6,276.07112152777773,4.440430555555556,8.101851851851851e-09,0.8289229166666666,289.92080555555555,1.0253906250000001e-08
6,276.83841666666666,4.65459375,2.8935185185185185e-09,0.7370114583333334,309.79499305555555,7.378471354166667e-09
6,276.78364583333337,3.662076388888889,3.298611111111111e-08,0.6832611111111111,240.83848263888888,1.5787760416666666e-08
6,278.2934409722222,3.4583229166666665,2.3148148148148148e-09,0.6232913194444445,260.78903125,2.327473958333333e-08
6,278.2436597222222,3.2335208333333334,2.8935185185185185e-09,0.6220572916666667,301.2642777777778,3.02734375e-08
7,278.1150868055555,2.9898437500000004,3.877314814814815e-08,0.7143628472222222,240.0805763888889,4.1124132812500004e-08
7,277.1956284722222,4.446114583333333,1.244212962962963e-07,0.7324319444444444,144.14237847222222,5.3114148437500004e-08
7,278.16645138888885,3.9974340277777776,4.918981481481482e-08,0.6704256944444444,285.79868055555556,6.418185677083333e-08
7,279.9739409722222,3.3431284722222223,9.201388888888889e-08,0.6233479166666667,286.8376979166667,4.861111197916666e-08
7,279.81249652777774,3.804670138888889,3.4722222222222227e-08,0.6914500000000001,304.02496180555556,4.828559114583333e-08
7,281.1098020833333,4.297809027777777,1.1284722222222222e-07,0.679004861111111,324.80317708333337,3.152126822916667e-08
7,280.47571875,5.0125,3.472222222222222e-09,0.6964694444444444,222.20701736111113,4.134114583333333e-08
7,278.6237777777777,4.284961805555556,5.324074074074074e-08,0.8386663194444445,154.22961805555556,7.183159635416666e-08
7,279.8315416666667,3.6810972222222222,1.3136574074074074e-07,0.7415357638888889,198.7527465277778,6.060112760416667e-08
7,278.4452569444444,4.715923611111111,1.4699074074074072e-07,0.7862767361111112,220.38767708333333,5.061848958333333e-08
7,278.4162118055555,4.695572916666666,3.1828703703703704e-08,0.7283277777777778,251.60829861111114,6.092664843749999e-08
7,280.40996527777776,3.7148923611111115,4.1087962962962963e-08,0.6547732638888889,290.57614930555553,4.866536458333333e-08
7,279.38889236111106,4.402201388888889,1.3310185185185186e-08,0.6296291666666667,273.9941284722222,4.50303828125e-08
7,279.5245069444444,3.6429444444444443,1.8518518518518518e-08,0.6214770833333334,322.16298611111114,6.119791666666667e-08
7,280.75988194444443,3.6820972222222217,0.0,0.6156663194444445,303.203625,3.314886979166667e-08
7,281.6296909722222,3.17040625,0.0,0.6091027777777778,355.73373263888885,3.3930351562500005e-08
7,280.51723611111106,4.342319444444445,6.886574074074074e-08,0.7181791666666666,235.3314513888889,4.3891057291666664e-08
7,280.0112013888889,5.624114583333333,3.06712962962963e-08,0.7250395833333333,294.77709375,2.1809895833333335e-08
7,281.7665451388889,4.976934027777778,5.0347222222222216e-08,0.7055319444444444,347.8234826388889,1.893446354166667e-08
7,281.78894791666664,4.640614583333333,3.4722222222222226e-09,0.7725184027777778,259.4940555555556,1.7795138020833334e-08
7,280.0677534722222,5.276399305555556,1.1921296296296295e-07,0.8831270833333333,140.29712847222223,3.287760416666667e-08
7,280.0942256944444,4.129704861111112,1.226851851851852e-07,0.8387309027777776,262.0639826388889,6.467013802083334e-08
7,277.90526388888884,4.494541666666667,1.3194444444444444e-07,0.9039510416666666,97.24708680555555,9.62999140625e-08
7,277.53859027777776,3.579635416666667,2.9513888888888888e-08,0.8833600694444445,184.99544444444444,8.414713541666667e-08
7,278.92270486111113,4.2308055555555555,6.365740740740741e-08,0.8325486111111111,263.0280173611111,9.445529687500001e-08
7,276.5046493055555,5.383163194444444,5.7291666666666665e-08,0.8190163194444444,162.31719791666666,8.870442708333332e-08
7,277.9188611111111,5.1940486111111115,9.259259259259259e-09,0.761323611111111,233.39778819444444,4.5898437500000004e-08
7,279.5544270833333,5.355635416666667,1.909722222222222e-08,0.634884375,318.67015972222225,7.41102421875e-08
7,281.2090173611111,4.525173611111111,0.0,0.5568274305555555,362.6567708333333,9.000651041666667e-08
7,282.8077222222222,3.237760416666667,0.0,0.5251159722222222,340.27158680555556,8.181423437500001e-08
7,281.9981458333333,3.3282569444444445,1.0358796296296295e-07,0.6410034722222222,248.90013888888888,8.224826562500001e-08
8,279.6487256944444,4.394336805555556,1.9097222222222224e-08,0.7217760416666666,249.08331597222224,9.955512239583335e-08
8,280.35830208333334,3.845173611111111,2.0833333333333335e-08,0.7033749999999999,312.1671944444445,1.0020616406250001e-07
8,279.64993055555556,4.374940972222222,4.9768518518518523e-08,0.8011559027777777,240.3488854166667,8.60460078125e-08
8,279.8944236111111,4.0462187499999995,4.050925925925926e-09,0.8072461805555556,278.24920486111114,7.025824739583333e-08
8,281.7391666666666,3.3995625,5.787037037037037e-10,0.7250555555555556,340.545125,6.646050260416667e-08
8,280.4957430555555,3.527430555555555,8.391203703703704e-08,0.7492833333333333,201.9860798611111,6.722005208333334e-08
8,280.5951979166666,5.2322187499999995,4.6296296296296295e-09,0.6972145833333334,347.19265277777777,1.2071397395833335e-07
8,280.7114444444444,5.043899305555556,5.787037037037037e-10,0.6620236111111111,305.21295833333335,1.5619574739583333e-07
8,281.19568402777776,4.2016631944444445,0.0,0.6219180555555555,312.3615659722222,1.5489366145833336e-07
8,278.2116875,3.53821875,7.92824074074074e-08,0.8474673611111112,155.00945833333333,1.5239800520833334e-07
8,277.48743055555553,4.369440972222222,1.875e-07,0.8915690972222221,144.69474305555556,1.4171006770833333e-07
8,278.24480555555556,3.1575972222222224,4.9768518518518523e-08,0.8514416666666667,214.53854166666665,1.397569453125e-07
8,279.8279895833333,2.7669270833333335,3.7037037037037036e-08,0.7914375,229.34178819444446,1.37424046875e-07
8,279.06129166666665,4.329833333333333,1.1284722222222222e-07,0.8413527777777777,158.13343402777778,1.4263237760416668e-07
8,281.23598611111106,2.81940625,1.5625000000000003e-08,0.769120138888889,287.46531597222224,1.3460286458333334e-07
8,282.44744444444444,4.256545138888889,2.141203703703704e-08,0.8152822916666667,272.14518055555556,1.3845486197916668e-07
8,281.78287152777773,4.413024305555555,1.7361111111111113e-08,0.9068315972222223,164.43993749999998,1.4046223958333332e-07
8,280.3780520833333,3.7759722222222223,1.7129629629629632e-07,0.9058642361111111,184.31166666666667,1.3427734375e-07
8,279.11275,3.7128645833333334,1.3541666666666666e-07,0.9392173611111111,80.62921875,1.2603081770833334e-07
8,280.18302777777774,4.2793680555555556,2.5462962962962964e-08,0.8801125,269.3108159722222,1.3693576302083332e-07
8,279.19526736111106,4.54765625,1.9502314814814817e-07,0.9235954861111111,127.88418402777778,1.2087673697916667e-07
8,278.6164861111111,4.847381944444444,3.993055555555555e-08,0.9352972222222222,184.58509375,1.0020616145833333e-07
8,279.1407534722222,3.3011180555555555,1.1342592592592593e-07,0.9144100694444444,191.10664930555555,1.053602421875e-07
8,277.6211111111111,3.613190972222222,1.1747685185185185e-07,0.9284309027777778,106.94338194444444,1.3237847395833333e-07
8,276.6982118055555,3.7297569444444445,3.298611111111111e-08,0.9350878472222222,106.34678819444444,1.1268446093750002e-07
8,278.02610069444444,4.043451388888889,4.861111111111111e-08,0.9050072916666667,194.39465625000003,1.1238883593750001e-07
8,277.6679131944444,4.458315972222222,2.7199074074074075e-08,0.8705392361111112,204.72980902777778,1.13498265625e-07
8,276.91169791666664,3.4362812499999995,1.0416666666666667e-07,0.9121677083333333,144.07889236111112,1.1870659635416668e-07
8,275.47510416666665,6.232958333333333,3.935185185185185e-08,0.8947170138888889,134.86504166666668,1.239149296875e-07
8,275.4221631944444,3.8879166666666665,4.9768518518518523e-08,0.8263819444444445,164.29552083333334,1.3199869791666668e-07
8,276.12112152777775,3.706777777777778,2.488425925925926e-08,0.8332381944444445,255.8050763888889,1.2765841927083333e-07
9,274.7483888888888,2.9312256944444446,8.796296296296297e-08,0.8637284722222223,164.75804861111112,1.0919440109953703e-07
9,273.7037881944444,2.471697916666667,2.3726851851851853e-08,0.9388711805555556,137.68719097222223,1.0062235422453703e-07
9,274.52138194444444,2.7992291666666667,2.4305555555555556e-08,0.8135333333333334,196.12796180555557,1.0637322141203704e-07
9,273.25065277777776,4.038916666666666,1.736111111111111e-09,0.8756072916666667,203.12997569444445,2.683198359953704e-07
9,270.85234374999993,3.511364583333333,2.0833333333333335e-08,0.9038083333333333,211.1792986111111,2.487885859953704e-07
9,274.12225347222216,2.7833368055555554,5.787037037037037e-10,0.4857447916666667,274.9123020833333,1.797781693287037e-07
9,274.88692708333326,3.915618055555556,1.7361111111111113e-09,0.7073746527777778,214.28255902777778,1.1646436724537037e-07
9,273.5108229166666,2.2596180555555554,1.0416666666666667e-08,0.865226736111111,112.22289236111112,8.863233599537035e-08
9,272.02552430555556,3.0893993055555558,4.340277777777778e-08,0.888367013888889,246.27976041666665,1.2628424484953702e-07
9,273.8048298611111,4.098222222222223,5.787037037037037e-10,0.6980229166666667,288.1384861111111,1.0094787505787036e-07
