,4
alpha_p,0.0025
alpha_m,0.00176734
n_p,2.04967
n_m,2.05002
wr_p,0.227761
wr_m,0.161725
tcs_p,0.442199
tcs_m,0.951822
tcd_p,0.103595
tcd_m,0.984246
af_p,1.50507
af_m,1.4994
auf_p,0.485792
auf_m,0.698885
por_p,0.638335
por_m,0.481619
perm_p,1.33722e-11
perm_m,1.75e-13
den_p,900.0
den_m,1900.0
b_bc,268.45
