,Name,Group,Measured,Modelled,Residual,Weight,Weighted_Residual,Absolute_Residual,Weighted_Absolute_Residual,Weighted_Sq_Residual,Phi_Percent
0,stemp_0.04_0,temp,260.6422,260.207261753,0.434938247,0.0006679208,0.0002905043018868376,0.434938247,0.0002905043018868376,8.439274941475888e-08,0.0011717024106412156
1,stemp_0.04_1,temp,261.2884,263.331149341,-2.0427493411,0.0006679208,-0.0013643947741069848,2.0427493411,0.0013643947741069848,1.8615730996104501e-06,0.025845937044645537
2,stemp_0.04_2,temp,261.3255,262.252875424,-0.9273754236,0.0006679208,-0.0006194133348312509,0.9273754236,0.0006194133348312509,3.8367287936677136e-07,0.005326884605244103
3,stemp_0.04_3,temp,261.1522,261.024067489,0.1281325108,0.0006679208,8.558236911954463e-05,0.1281325108,8.558236911954463e-05,7.324341904113987e-09,0.00010169059694019153
4,stemp_0.04_4,temp,260.7784,261.4661427,-0.6877426997,0.0006679208,-0.00045935765417778375,0.6877426997,0.00045935765417778375,2.1100945445171636e-07,0.002929638957892817
5,stemp_0.04_5,temp,260.3231,261.670669802,-1.3475698021,0.0006679208,-0.0009000699002744737,1.3475698021,0.0009000699002744737,8.101258253801009e-07,0.011247724349582157
6,stemp_0.04_6,temp,260.3782,261.778115819,-1.3999158189,0.0006679208,-0.0009350328936923431,1.3999158189,0.0009350328936923431,8.742865122866766e-07,0.012138526367980242
7,stemp_0.04_7,temp,259.7585,261.88461964,-2.12611964,0.0006679208,-0.001420079530844512,2.12611964,0.001420079530844512,2.0166258739235696e-06,0.027998677780066088
8,stemp_0.04_8,temp,259.4415,261.704120436,-2.2626204365,0.0006679208,-0.0015112512520434292,2.2626204365,0.0015112512520434292,2.2838803468028326e-06,0.03170921822695093
9,stemp_0.04_9,temp,259.1726,259.945048658,-0.7724486582,0.0006679208,-0.0005159345257438705,0.7724486582,0.0005159345257438705,2.661884348545526e-07,0.003695739657337749
10,stemp_0.04_10,temp,259.3997,258.021269757,1.3784302433,0.0006679208,0.0009206822308491305,1.3784302433,0.0009206822308491305,8.476557702013317e-07,0.011768787203005174
11,stemp_0.04_11,temp,258.8128,257.228380266,1.584419734,0.0006679208,0.0010582668962690672,1.584419734,0.0010582668962690672,1.1199288237389646e-06,0.015549005235893405
12,stemp_0.04_12,temp,258.3265,257.403928467,0.9225715335,0.0006679208,0.0006162047167125467,0.9225715335,0.0006162047167125467,3.7970825289878996e-07,0.005271840037765971
13,stemp_0.04_13,temp,258.0017,258.894416982,-0.8927169815,0.0006679208,-0.0005962642404570652,0.8927169815,0.0005962642404570652,3.555310444478408e-07,0.004936165544151261
14,stemp_0.04_14,temp,258.5859,260.525445982,-1.9395459815,0.0006679208,-0.001295463103600265,1.9395459815,0.001295463103600265,1.678224652789631e-06,0.023300341378938896
15,stemp_0.04_15,temp,258.8353,259.81493843,-0.9796384302,0.0006679208,-0.0006543208840099281,0.9796384302,0.0006543208840099281,4.281358192515338e-07,0.005944204626317626
16,stemp_0.04_16,temp,259.0194,260.283663058,-1.2642630585,0.0006679208,-0.0008444275934437668,1.2642630585,0.0008444275934437668,7.130579605692315e-07,0.009900041616368573
17,stemp_0.04_17,temp,259.0142,261.078994397,-2.0647943966,0.0006679208,-0.0013791191252125893,2.0647943966,0.0013791191252125893,1.9019695615271374e-06,0.026406798399885148
18,stemp_0.04_18,temp,259.1731,259.169242219,0.00385778139997,0.0006679208,2.5766924388930825e-06,0.00385778139997,2.5766924388930825e-06,6.639343924648781e-12,9.218013793287568e-08
19,stemp_0.04_19,temp,258.7783,256.786312917,1.9919870832,0.0006679208,0.0013304896062006106,1.9919870832,0.0013304896062006106,1.7702025922078558e-06,0.024577355981372246
20,stemp_0.04_20,temp,258.1565,255.844766707,2.3117332933,0.0006679208,0.0015440547506475706,2.3117332933,0.0015440547506475706,2.3841050729973313e-06,0.03310073057963905
21,stemp_0.04_21,temp,257.205,250.657523608,6.5474763921,0.0006679208,0.004373195669792545,6.5474763921,0.004373195669792545,1.9124840366292266e-05,0.2655278055959886
22,stemp_0.04_22,temp,255.8992,250.783246619,5.1159533806,0.0006679208,0.0034170516747330563,5.1159533806,0.0034170516747330563,1.1676242147795984e-05,0.16211204358997372
23,stemp_0.04_23,temp,255.3265,252.78805143,2.5384485696,0.0006679208,0.0016954825993660875,2.5384485696,0.0016954825993660875,2.874661244753185e-06,0.03991157455601434
24,stemp_0.04_24,temp,255.2708,254.714295303,0.5565046968,0.0006679208,0.00037170106229041344,0.5565046968,0.00037170106229041344,1.381616797078218e-07,0.0019182260833367692
25,stemp_0.04_25,temp,255.3444,256.225251383,-0.8808513833,0.0006679208,-0.0005883389606148427,0.8808513833,0.0005883389606148427,3.461427325773534e-07,0.004805818947710383
26,stemp_0.04_26,temp,256.3877,258.36495504,-1.9772550399,0.0006679208,-0.0013206497680540398,1.9772550399,0.0013206497680540398,1.744115809861189e-06,0.024215169111369447
27,stemp_0.04_27,temp,257.0276,258.822331842,-1.7947318424,0.0006679208,-0.001198738727961282,1.7947318424,0.001198738727961282,1.4369745379142323e-06,0.019950843428851495
28,stemp_0.04_28,temp,257.2752,259.04416814,-1.7689681399,0.0006679208,-0.0011815306151765198,1.7689681399,0.0011815306151765198,1.3960145945994055e-06,0.01938215874142837
29,stemp_0.04_29,temp,257.6142,259.094463391,-1.4802633909,0.0006679208,-0.0009886987082606408,1.4802633909,0.0009886987082606408,9.775251357162597e-07,0.013571883436953378
30,stemp_0.04_30,temp,257.8523,259.27740609,-1.4251060895,0.0006679208,-0.0009518579993837116,1.4251060895,0.0009518579993837116,9.060336509907619e-07,0.012579301188192846
31,stemp_0.04_31,temp,258.3584,259.927991014,-1.5695910138,0.0006679208,-0.001048362485610107,1.5695910138,0.001048362485610107,1.0990639012346017e-06,0.015259318264373448
32,stemp_0.04_32,temp,258.1115,260.630061706,-2.518561706,0.0006679208,-0.0016821997495208847,2.518561706,0.0016821997495208847,2.8297959972881273e-06,0.039288668927588054
33,stemp_0.04_33,temp,258.1543,260.703241563,-2.5489415634,0.0006679208,-0.0017024910881793787,2.5489415634,0.0017024910881793787,2.8984759053302052e-06,0.04024221546296667
34,stemp_0.04_34,temp,258.024,258.5829781,-0.5589780997,0.0006679208,-0.00037335309953410377,0.5589780997,0.00037335309953410377,1.393925369317224e-07,0.0019353152099074844
35,stemp_0.04_35,temp,257.3147,258.230301088,-0.9156010882,0.0006679208,-0.0006115490113114146,0.9156010882,0.0006115490113114146,3.7399219323596865e-07,0.005192478707168944
36,stemp_0.04_36,temp,257.6429,258.92661504,-1.2837150401,0.0006679208,-0.000857419976555624,1.2837150401,0.000857419976555624,7.351690161966469e-07,0.010207029803862483
37,stemp_0.04_37,temp,258.2466,261.987787493,-3.7411874926,0.0006679208,-0.0024988169430073858,3.7411874926,0.0024988169430073858,6.244086114660777e-06,0.08669240904621946
38,stemp_0.04_38,temp,258.7183,263.818448509,-5.1001485093,0.0006679208,-0.0034064952724504635,5.1001485093,0.0034064952724504635,1.1604210041227357e-05,0.16111195538932474
39,stemp_0.04_39,temp,259.7881,264.919322012,-5.1312220118,0.0006679208,-0.0034272499110990654,5.1312220118,0.0034272499110990654,1.1746041953128552e-05,0.16308113869278304
40,stemp_0.04_40,temp,260.7248,265.397424784,-4.672624784,0.0006679208,-0.003120943283829107,4.672624784,0.003120943283829107,9.740286980878011e-06,0.13523339167139542
41,stemp_0.04_41,temp,261.447,265.443638517,-3.9966385168,0.0006679208,-0.002669437995451869,3.9966385168,0.002669437995451869,7.125899211562093e-06,0.09893543393330265
42,stemp_0.04_42,temp,261.6849,258.901419417,2.7834805833,0.0006679208,0.0018591445779822023,2.7834805833,0.0018591445779822023,3.4564185618406213e-06,0.047988648185758015
43,stemp_0.04_43,temp,261.0959,256.425589538,4.6703104625,0.0006679208,0.00311939750036137,4.6703104625,0.00311939750036137,9.730640765260762e-06,0.1350994643592664
44,stemp_0.04_44,temp,260.2286,256.582786417,3.6458135828,0.0006679208,0.002435114724874642,3.6458135828,0.002435114724874642,5.929783723301304e-06,0.08232865893522012
45,stemp_0.04_45,temp,259.7093,258.280731957,1.4285680425,0.0006679208,0.000954170309801034,1.4285680425,0.000954170309801034,9.104409801058011e-07,0.012640492205008772
46,stemp_0.04_46,temp,259.466,259.821597761,-0.3555977606,0.0006679208,-0.00023751114073816045,0.3555977606,0.00023751114073816045,5.641154197474226e-08,0.000783213489051635
47,stemp_0.04_47,temp,259.7737,261.17179863,-1.3980986298,0.0006679208,-0.0009338191552949197,1.3980986298,0.0009338191552949197,8.720182147957174e-07,0.012107033500919514
48,stemp_0.04_48,temp,259.1318,260.658923684,-1.5271236838,0.0006679208,-0.001019997672582643,1.5271236838,0.001019997672582643,1.0403952520740084e-06,0.014444767273592372
49,stemp_0.04_49,temp,257.7107,258.157382683,-0.4466826834,0.0006679208,-0.0002983486552426747,0.4466826834,0.0002983486552426747,8.901192008511238e-08,0.001235834619239101
50,stemp_0.04_50,temp,258.4454,260.221953599,-1.7765535986,0.0006679208,-0.0011865971008197908,1.7765535986,0.0011865971008197908,1.408012679673933e-06,0.019548739227339684
51,stemp_0.04_51,temp,260.2622,260.962557578,-0.7003575784,0.0006679208,-0.0004677833940509907,0.7003575784,0.0004677833940509907,2.1882130374986446e-07,0.003038098069815118
52,stemp_0.04_52,temp,260.3295,260.669293092,-0.3397930924,0.0006679208,-0.0002269548741102819,0.3397930924,0.0002269548741102819,5.15085148824139e-08,0.0007151402398286912
53,stemp_0.04_53,temp,259.2512,259.773291305,-0.5220913055,0.0006679208,-0.0003487156424426044,0.5220913055,0.0003487156424426044,1.2160259928415833e-07,0.001688321090491316
54,stemp_0.04_54,temp,258.8309,259.242928884,-0.4120288843,0.0006679208,-0.0002752026620247634,0.4120288843,0.0002752026620247634,7.573650518551615e-08,0.0010515197847540557
55,stemp_0.04_55,temp,259.5171,260.072563785,-0.5554637854,0.0006679208,-0.00037100581591539627,0.5554637854,0.00037100581591539627,1.376453154430489e-07,0.0019110569217915053
56,stemp_0.04_56,temp,260.7429,262.339617379,-1.5967173789,0.0006679208,-0.001066480749088791,1.5967173789,0.001066480749088791,1.1373811881769889e-06,0.015791312514957426
57,stemp_0.04_57,temp,261.9282,263.228693058,-1.3004930582,0.0006679208,-0.0008686263638273906,1.3004930582,0.0008686263638273906,7.545117599359943e-07,0.010475582963049464
