,4
alpha_p,0.000171417
alpha_m,0.000333899
n_p,1.72392e-06
n_m,1.17662e-06
wr_p,1.05231e-05
wr_m,9.73073e-06
tcs_p,3.66142e-06
tcs_m,1.06253e-06
tcd_p,3.76606e-06
tcd_m,4.50725e-07
af_p,5.40355e-07
af_m,1.70696e-07
auf_p,1.86938e-06
auf_m,8.89147e-08
por_p,4.55323e-06
por_m,5.25698e-06
perm_p,11837.0
perm_m,356858.0
den_p,4.30222e-08
den_m,2.03859e-08
b_bc,1.27457e-08
