,8
alpha_p,0.00167798
alpha_m,0.00315865
n_p,1.4917e-05
wr_p,3.99833e-05
por_p,5.1015e-05
por_m,4.38783e-05
perm_p,56600.3
perm_m,4942520.0
pen_s,0.000149308
z_bg,6.36087e-05
z_s,0.0015398
b_bc,1.77025e-07
