,alpha_temp,alpha_mois,n_temp,n_mois,wr_temp,wr_mois
0.04,0.0024200611807848635,-0.014931789154547619,-0.014082130931208898,0.012695135624560903,0.0038159936693147882,0.0072659871330270475
0.2,0.008473342428930407,-0.06813935315652697,-0.08311990004559568,-0.013888991379971728,0.00730501178363782,-0.007375736003963905
0.4,0.004390027978580282,0.0020795404470935115,-0.17349343376254853,0.0221458067332801,0.01861608671070916,-0.002503366537275852
0.8,0.002358276274690522,-0.0017178396574682978,-0.22723045880917764,-0.6193368991123575,0.025690043259228048,0.08705312765121695
1.2,0.003777703833265269,-0.002497204531994803,-0.04284583887481824,-0.21829810571640246,0.002782368106584591,0.037416758301555636
1.6,0.006420973884152192,-0.003592487860480191,0.42324183792283976,-0.6461795293928242,-0.04619879515365478,0.0783570358105604
