	Soil moisture at - 0.04 m (%)	Soil moisture at - 0.1 m (%)	Soil moisture at - 0.2 m (%)	Soil moisture at - 0.4 m (%)	Soil moisture at - 0.8 m (%)	Soil moisture at - 1.2 m (%)	Soil moisture at - 1.6 m (%)	Soil temperature at - 0.00 m (°C)	Soil temperature at - 0.04 m (°C)	Soil temperature at - 0.1 m (°C)	Soil temperature at - 0.2 m (°C)	Soil temperature at - 0.4 m (°C)	Soil temperature at - 0.8 m (°C)	Soil temperature at - 1.2 m (°C)	Soil temperature at - 1.6 m (°C)
85	8.110407986111111	8.496300347222222	8.949166666666667	9.133385416666666	5.346769097222222	3.469590277777778	4.748215277777778	-8.63575173611111	-8.952904513888889	-8.253496527777777	-8.215876736111111	-8.0704375	-7.750201388888889	-7.171477430555555	-6.755682291666667
86	8.192269097222223	8.571718749999999	9.008975694444445	9.166840277777778	5.352342013888888	3.470409722222222	4.745032986111111	-7.699817708333333	-8.553958333333334	-7.886064236111111	-7.956418402777778	-7.943711805555555	-7.705713541666667	-7.155840277777777	-6.739645833333333
87	8.283902777777778	8.653072916666666	9.084739583333333	9.229392361111111	5.3669947916666665	3.4737291666666668	4.74871875	-6.597501736111111	-8.129309027777778	-7.516647569444444	-7.638223958333334	-7.731437499999999	-7.601793402777777	-7.127159722222222	-6.719824652777778
88	8.385473958333334	8.759097222222222	9.177569444444444	9.294479166666667	5.390234375	3.4770868055555555	4.756123263888889	-6.514567708333333	-7.604880208333334	-7.031239583333333	-7.187460069444445	-7.436461805555556	-7.443460069444445	-7.073744791666666	-6.690364583333333
89	8.399050347222223	8.796927083333333	9.218628472222223	9.342239583333335	5.415980902777778	3.485107638888889	4.766107638888889	-7.714032986111111	-7.90703125	-7.146039930555555	-7.133395833333333	-7.240260416666667	-7.265914930555556	-6.997996527777778	-6.645911458333333
90	8.354824652777777	8.758454861111112	9.196076388888889	9.344375	5.434059027777778	3.4940937499999998	4.776138888888889	-8.061067708333333	-8.057043402777778	-7.2986892361111115	-7.233993055555555	-7.2180625	-7.15684548611111	-6.916246527777778	-6.58815625
91	8.419458333333333	8.798958333333333	9.222690972222223	9.357256944444444	5.445583333333333	3.5033940972222224	4.7844878472222225	-6.707940972222222	-7.647053819444444	-7.055836805555555	-7.091967013888889	-7.165963541666667	-7.095993055555556	-6.761522569444445	-6.527300347222222
92	8.591303819444445	8.950208333333332	9.342725694444445	9.430538194444443	5.460512152777778	3.5083836805555557	4.793347222222222	-4.668137152777778	-6.746411458333334	-6.265756944444444	-6.519230902777777	-6.8839322916666665	-6.983513888888889	-6.710720486111111	-6.47265625
93	8.826965277777777	9.175138888888888	9.52970486111111	9.537743055555556	5.492479166666667	3.517642361111111	4.806921875	-3.8482256944444444	-5.544399305555556	-5.198640625	-5.6507378472222225	-6.358185763888889	-6.7400850694444445	-6.664802083333333	-6.415470486111111
94	8.905760416666666	9.273958333333333	9.641215277777777	9.647534722222222	5.539883680555556	3.529340277777778	4.82846875	-5.4046996527777775	-5.458401041666667	-5.004555555555556	-5.363034722222222	-5.969600694444445	-6.428086805555556	-6.532734375	-6.342571180555556
95	8.792984375	9.210017361111111	9.633732638888889	9.695347222222221	5.580423611111111	3.5447361111111113	4.853864583333333	-6.893449652777777	-6.371625000000001	-5.542824652777778	-5.549147569444444	-5.829217013888889	-6.189022569444444	-6.3743107638888885	-6.244717013888889
96	8.70098263888889	9.09873263888889	9.545711805555555	9.679791666666667	5.596961805555556	3.5604670138888888	4.858703125	-6.0504375	-6.669835069444445	-5.975737847222222	-5.948404513888889	-5.970270833333334	-6.096189236111111	-6.244765625	-6.137229166666667
97	8.797770833333335	9.177204861111111	9.610520833333334	9.708090277777778	5.607338541666667	3.5722604166666665	4.867633680555556	-5.369078125	-6.157041666666667	-5.567307291666666	-5.652213541666667	-5.891703124999999	-6.056975694444445	-6.158137152777778	-6.037345486111111
98	8.890487847222223	9.283003472222223	9.706232638888888	9.756666666666666	5.628397569444444	3.5833038194444446	4.877677083333333	-4.258456597222223	-5.742960069444444	-5.1867986111111115	-5.292076388888889	-5.651328125	-5.926071180555556	-6.064975694444445	-5.951930555555556
