TIMESTAMP,air temperature [K],Soil temperature at - 0.00 m [K],Wind speed at 10 m (m/s),precipitation rain [m s^-1],Relative humidity at 5 m (%),Incoming shortwave radiation (W/m^2),precipitation snow [m SWE s^-1]_sd0.1,precipitation snow [m SWE s^-1]_sd0.2,precipitation snow [m SWE s^-1]_sd0.45,precipitation snow [m SWE s^-1]_sd0.04,precipitation snow [m SWE s^-1]_sd0.01
1,260.2196128472222,258.65785763888886,5.9599270833333335,0.0,0.25077673611111106,146.39405729166666,8.90456989247312e-10,1.780913978494624e-09,4.007056451612904e-09,3.5618279569892486e-10,8.904569892473121e-11
1,260.3398767361111,259.0270086805555,4.961647569444445,0.0,0.2975142361111111,130.16196354166667,0.0,0.0,0.0,0.0,0.0
1,258.9461284722222,258.4508125,4.406385416666667,0.0,0.5231003472222222,105.2549375,0.0,0.0,0.0,0.0,0.0
1,258.5904288194444,258.3455659722222,4.9069288194444445,0.0,0.45860815972222224,117.27283854166666,3.858020833333333e-10,7.716041666666666e-10,1.736109375e-09,1.5432083333333334e-10,3.8580208333333335e-11
1,259.89013368055555,259.32775694444445,5.046729166666667,0.0,0.3278223958333333,144.49908333333332,0.0,0.0,0.0,0.0,0.0
1,259.6484392361111,258.29377430555553,3.3172413194444443,0.0,0.44917899305555564,121.34646180555555,6.510416666666666e-10,1.3020833333333332e-09,2.9296874999999997e-09,2.6041666666666667e-10,6.510416666666667e-11
1,256.61607638888887,256.3287395833333,4.318909722222222,0.0,0.5166041666666668,131.79334548611112,0.0,0.0,0.0,0.0,0.0
1,256.35086805555557,255.60878124999996,3.8451215277777777,0.0,0.4175369791666667,136.31789062500002,1.6878819444444437e-10,3.3757638888888875e-10,7.595468749999997e-10,6.751527777777775e-11,1.6878819444444438e-11
1,256.2627430555555,255.4385017361111,3.548407986111111,0.0,0.3694039930555556,140.13151909722222,0.0,0.0,0.0,0.0,0.0
1,255.4483159722222,255.21005208333332,3.2527413194444446,2.8935185185185185e-10,0.4196407986111111,117.52483854166667,9.574652777777776e-09,1.9149305555555552e-08,4.308593749999999e-08,3.829861111111111e-09,9.574652777777777e-10
1,254.9844270833333,254.8920034722222,3.810083333333333,0.0,0.49178038194444446,126.71947743055557,7.569444444444445e-09,1.513888888888889e-08,3.4062500000000005e-08,3.027777777777778e-09,7.569444444444445e-10
