name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.0025,0.00249924,-0.00249847,0.00749847
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00230792,0.000684338,0.000939247,0.0036766
n_p,1.5,0.25625,0.9875,2.0125,1.49614,0.256206,0.983724,2.00855
wr_p,0.1,0.044,0.012,0.188,0.119029,0.0439977,0.0310336,0.207024
por_p,0.63739,0.17275,0.29189,0.98289,0.481522,0.172583,0.136357,0.826688
por_m,0.481031,0.180387,0.120258,0.841804,0.417434,0.180276,0.056882,0.777987
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,6.66302e-11,2.00494e-11,2.65314e-11,1.06729e-10
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.75e-14,1e-13,2.5e-13
pen_s,0.02,0.0075,0.005,0.035,0.0316991,0.00749979,0.0166995,0.0466987
z_bg,0.04,0.015,0.01,0.07,0.0640015,0.0149997,0.0340021,0.0940008
z_s,0.005,0.001875,0.00125,0.00875,0.00191211,0.00187474,-0.00183737,0.00566159
b_bc,268.45,2.75,262.95,273.95,268.45,2.74999,262.95,273.95
