name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.0025,0.0024993,-0.0024986,0.0074986
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00228114,0.000684335,0.000912473,0.00364981
n_p,1.5,0.25625,0.9875,2.0125,1.48718,0.256206,0.974765,1.99959
wr_p,0.1,0.044,0.012,0.188,0.124766,0.0439979,0.0367704,0.212762
por_p,0.63739,0.17275,0.29189,0.98289,0.463574,0.172582,0.118409,0.808739
por_m,0.481031,0.180387,0.120258,0.841804,0.400367,0.180255,0.0398557,0.760877
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,7.55408e-11,2.00497e-11,3.54413e-11,1.1564e-10
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.75e-14,1e-13,2.5e-13
pen_s,0.02,0.0075,0.005,0.035,0.0313073,0.00749985,0.0163076,0.046307
z_bg,0.04,0.015,0.01,0.07,0.0637073,0.0149997,0.0337079,0.0937068
z_s,0.005,0.001875,0.00125,0.00875,0.00125,0.00187496,-0.00249992,0.00499992
b_bc,268.45,2.75,262.95,273.95,268.45,2.75,262.95,273.95
