name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.0025,0.00249893,-0.00249787,0.00749787
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00114324,0.000684289,-0.000225339,0.00251182
n_p,1.5,0.25625,0.9875,2.0125,1.47414,0.256204,0.96173,1.98655
wr_p,0.1,0.044,0.012,0.188,0.134918,0.0439982,0.0469212,0.222914
por_p,0.63739,0.17275,0.29189,0.98289,0.443712,0.172583,0.098546,0.788878
por_m,0.481031,0.180387,0.120258,0.841804,0.379417,0.180221,0.0189741,0.739859
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,5.72547e-11,2.00493e-11,1.7156e-11,9.73533e-11
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74999e-14,1e-13,2.5e-13
pen_s,0.02,0.0075,0.005,0.035,0.0271082,0.00749992,0.0121083,0.042108
z_bg,0.04,0.015,0.01,0.07,0.0684254,0.0149997,0.0384259,0.0984249
z_s,0.005,0.001875,0.00125,0.00875,0.00125,0.00187439,-0.00249877,0.00499877
b_bc,268.45,2.75,262.95,273.95,268.45,2.74999,262.95,273.95
