name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.01,0.00249997,0.00500007,0.0149999
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00182491,0.000684334,0.000456246,0.00319358
n_p,1.5,0.25625,0.9875,2.0125,1.5,0.256211,0.987578,2.01242
wr_p,0.1,0.044,0.012,0.188,0.1,0.0439941,0.0120119,0.187988
por_p,0.63739,0.17275,0.29189,0.98289,0.63739,0.172563,0.292263,0.982517
por_m,0.481031,0.180387,0.120258,0.841804,0.481031,0.180291,0.120448,0.841613
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,5.34662e-11,2.00497e-11,1.33668e-11,9.35656e-11
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,1e-13,3.74994e-14,2.50012e-14,1.74999e-13
pen_s,0.02,0.0075,0.005,0.035,0.02,0.00749931,0.00500139,0.0349986
z_bg,0.04,0.015,0.01,0.07,0.04,0.0149974,0.0100052,0.0699948
z_s,0.005,0.001875,0.00125,0.00875,0.005,0.00187496,0.00125008,0.00874992
b_bc,268.45,2.75,262.95,273.95,268.45,2.75,262.95,273.95
